vehicle_id,manufacturer,range,model,derivative,transmission,trim,sector,bodystyle,fueltype,fueldelivery,engine_litres,drivetrain
90021,VAUXHALL,GRANDLAND X,GRANDLAND X DIESEL HATCHBACK,1.5 Turbo D Business Edition Nav 5dr Auto,AUTOMATIC,BUSINESS EDITION NAV,4X4 MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
87547,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Tekna 5dr [Vision+ Pack],MANUAL,TEKNA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88062,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Acenta 5dr [Bose/Exterior+ Pack],MANUAL,ACENTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87919,TOYOTA,RAV4,RAV4 ESTATE,2.5 VVT-i Hybrid Icon 5dr CVT 2WD,AUTOMATIC,ICON,4X4 MEDIUM,ESTATE,PETROL/ELECTRIC HYBRID,INJECTION,2.5,FRONT WHEEL DRIVE
83291,BMW,2 SERIES,2 SERIES ACTIVE TOURER,225xe Sport 5dr Auto,AUTOMATIC,SPORT,PRESTIGE ESTATE MEDIUM,HATCHBACK,PETROL/PLUGIN ELEC HYBRID,TURBO,1.5,FOUR WHEEL DRIVE
81260,BMW,X3,X3 DIESEL ESTATE,xDrive30d xLine 5dr Step Auto,AUTOMATIC,XLINE,4X4 MEDIUM,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
89494,AUDI,A6,A6 DIESEL SALOON,40 TDI Quattro Vorsprung 4dr S Tronic,AUTOMATIC,VORSPRUNG,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
78843,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost ST-Line Navigation 3dr Auto,AUTOMATIC,ST-LINE,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88717,MAZDA,3,MAZDA3 DIESEL HATCHBACK,1.8 Skyactiv-D SE-L Lux 5dr,MANUAL,SE-L LUX,MEDIUM,HATCHBACK,DIESEL,TURBO,1.8,FRONT WHEEL DRIVE
87972,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Trend 5dr,MANUAL,X-TREND,SMALL,HATCHBACK,PETROL,INJECTION,1.0,FRONT WHEEL DRIVE
78748,JAGUAR,XF,XF DIESEL SALOON,2.0d [240] R-Sport 4dr Auto AWD,AUTOMATIC,R-SPORT,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
88704,VOLVO,V60,V60 DIESEL SPORTSWAGON,2.0 D4 [190] Cross Country Plus 5dr AWD Auto,AUTOMATIC,CROSS COUNTRY PLUS,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
89616,AUDI,A7,A7 DIESEL SPORTBACK,45 TDI Quattro Black Edition 5dr Tip Auto,AUTOMATIC,BLACK EDITION,PRESTIGE LARGE,HATCHBACK,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
86822,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic II 5dr Auto [Comfort/Nav Pack],AUTOMATIC,COOPER CLASSIC,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
78086,NISSAN,MICRA,MICRA HATCHBACK DIESEL,1.5 dCi Acenta 5dr,MANUAL,ACENTA,SUPERMINI,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
91005,HYUNDAI,KONA,KONA HATCHBACK,1.6 GDi Hybrid SE 5dr DCT [Smart Sense Pack],AUTOMATIC,SE,4X4 MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,1.6,FRONT WHEEL DRIVE
85267,AUDI,A5,A5 CABRIOLET,45 TFSI Quattro S Line 2dr S Tronic,AUTOMATIC,S LINE,PRESTIGE CONVERTIBLE MEDIUM,CONVERTIBLE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
86643,AUDI,A1,A1 SPORTBACK,35 TFSI S Line 5dr S Tronic [Tech Pack],AUTOMATIC,S LINE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
84753,CITROEN,C4 CACTUS,C4 CACTUS DIESEL HATCHBACK,1.5 BlueHDi Feel 5dr,MANUAL,FEEL,MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
73602,SMART,FORTWO CABRIO,FORTWO CABRIO,1.0 Prime 2dr,MANUAL,PRIME,SMALL,CABRIOLET,PETROL,INJECTION,1.0,REAR WHEEL DRIVE
88921,FIAT,500,500 HATCHBACK,1.2 Rock Star 3dr Dualogic,AUTOMATIC,ROCK STAR,SMALL,HATCHBACK,PETROL,INJECTION,1.2,FRONT WHEEL DRIVE
86705,CITROEN,BERLINGO,BERLINGO DIESEL ESTATE,1.5 BlueHDi 130 Flair XL 5dr [7 seat],MANUAL,FLAIR,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
87251,HYUNDAI,I40,I40 DIESEL TOURER,1.6 CRDi SE Nav 5dr,MANUAL,SE NAV,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
88382,TOYOTA,YARIS,YARIS HATCHBACK,1.5 Hybrid Excel 5dr CVT [Leather/Nav/Pan roof],AUTOMATIC,EXCEL,SUPERMINI,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,1.5,FRONT WHEEL DRIVE
85338,PEUGEOT,RIFTER,RIFTER ESTATE,1.2 PureTech 130 GT Line 5dr EAT8,AUTOMATIC,GT LINE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
90457,PEUGEOT,2008,2008 ESTATE,1.2 PureTech 110 GT Line 5dr [6 Speed],MANUAL,GT LINE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
90303,MITSUBISHI,ECLIPSE CROSS,ECLIPSE CROSS HATCHBACK,1.5 Dynamic 5dr CVT,AUTOMATIC,DYNAMIC,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
84630,DACIA,DUSTER,DUSTER DIESEL ESTATE,1.5 Blue dCi Comfort 5dr 4X4,MANUAL,COMFORT,4X4 SMALL,ESTATE,DIESEL,TURBO,1.5,FOUR WHEEL DRIVE
81457,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,S65L 4dr Auto,AUTOMATIC,AMG,PRESTIGE PREMIER,SALOON,PETROL,TURBO,6.0,REAR WHEEL DRIVE
88387,VOLKSWAGEN,T-CROSS,T-CROSS ESTATE,1.0 TSI 115 SEL 5dr,MANUAL,SEL,ESTATE SMALL,ESTATE,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
78591,LAND ROVER,RANGE ROVER VELAR,RANGE ROVER VELAR DIESEL ESTATE,2.0 D240 R-Dynamic SE 5dr Auto,AUTOMATIC,R-DYNAMIC SE,4X4 LARGE,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
68610,JAGUAR,XF,XF DIESEL SALOON,2.0d R-Sport 4dr,MANUAL,R-SPORT,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
76025,PORSCHE,PANAMERA,PANAMERA HATCHBACK,2.9 V6 4S 5dr PDK,AUTOMATIC,4S,PRESTIGE LARGE,HATCHBACK,PETROL,TURBO,2.9,FOUR WHEEL DRIVE
84329,PORSCHE,CAYENNE,CAYENNE ESTATE,E-Hybrid 5dr Tiptronic S,AUTOMATIC,"",PRESTIGE ESTATE LARGE,ESTATE,PETROL/PLUGIN ELEC HYBRID,TURBO,3.0,FOUR WHEEL DRIVE
87784,MERCEDES-BENZ,E CLASS,E CLASS SALOON,E300e SE Premium Plus 4dr 9G-Tronic,AUTOMATIC,SE,PRESTIGE LARGE,SALOON,PETROL/PLUGIN ELEC HYBRID,TURBO,2.0,REAR WHEEL DRIVE
76353,FIAT,QUBO,QUBO DIESEL ESTATE,1.3 Multijet 95 Trekking 5dr,MANUAL,TREKKING,MPV SMALL,ESTATE,DIESEL,TURBO,1.2,FRONT WHEEL DRIVE
87088,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,1.5 Cooper Classic 5dr Auto,AUTOMATIC,COOPER CLASSIC,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
91203,MERCEDES-BENZ,GLB,GLB ESTATE,GLB 200 Sport 5dr 7G-Tronic,AUTOMATIC,SPORT,4X4 LARGE,ESTATE,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
83280,BMW,2 SERIES,2 SERIES ACTIVE TOURER,218i SE 5dr Step Auto,AUTOMATIC,SE,PRESTIGE ESTATE MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
90374,SKODA,SUPERB,SUPERB DIESEL ESTATE,2.0 TDI CR 190 SE L 5dr DSG,AUTOMATIC,SE L,ESTATE LARGE,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
86051,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 Sport Executive 5dr,MANUAL,SPORT,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
87367,BMW,I3,I3 HATCHBACK,135kW S 42kWh 5dr Auto,AUTOMATIC,S,LOWER MEDIUM,HATCHBACK,ELECTRIC,NORMALLY ASPIRATED,0.0,REAR WHEEL DRIVE
89923,KIA,NIRO,NIRO ESTATE,1.6 GDi PHEV 3 5dr DCT,AUTOMATIC,3,ESTATE MEDIUM,ESTATE,PETROL/PLUGIN ELEC HYBRID,INJECTION,1.6,FRONT WHEEL DRIVE
90877,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,120d xDrive M Sport 5dr Step Auto [Plus Pack],AUTOMATIC,M SPORT,PRESTIGE LOWER,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
85691,HONDA,CIVIC,CIVIC HATCHBACK,1.0 VTEC Turbo 126 S 5dr,MANUAL,S,MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
90853,BMW,Z4,Z4 ROADSTER,sDrive 20i M Sport 2dr Auto [Tech/Plus Pack],AUTOMATIC,M SPORT,PRESTIGE CONVERTIBLE SMALL,ROADSTER,PETROL,TURBO,2.0,REAR WHEEL DRIVE
90077,AUDI,A4,A4 AVANT,35 TFSI Sport 5dr S Tronic [Comfort+Sound],AUTOMATIC,SPORT,PRESTIGE ESTATE MEDIUM,ESTATE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
86586,AUDI,Q3,Q3 DIESEL ESTATE,40 TDI Quattro Sport 5dr S Tronic,AUTOMATIC,SPORT,4X4 SMALL,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
76783,TOYOTA,C-HR,C-HR HATCHBACK,1.2T Dynamic 5dr [Premium],MANUAL,DYNAMIC,MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
91098,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T Tekna+ 5dr DCT,AUTOMATIC,TEKNA+,MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88803,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.7 dCi Acenta Premium 5dr [7 Seat],MANUAL,ACENTA PREMIUM,4X4 LARGE,STATION WAGON,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
85436,AUDI,A3,A3 SPORTBACK,30 TFSI 116 Black Edition 5dr,MANUAL,BLACK EDITION,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
90986,BMW,5 SERIES,5 SERIES TOURING,530i M Sport 5dr Auto [Tech Pack],AUTOMATIC,M SPORT,PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,2.0,REAR WHEEL DRIVE
89806,MERCEDES-BENZ,C CLASS,C CLASS SALOON,C300 AMG Line Edition Premium Plus 4dr 9G-Tronic,AUTOMATIC,AMG LINE EDITION,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,2.0,REAR WHEEL DRIVE
89533,AUDI,TT,TT RS COUPE,TT RS TFSI Quattro Vorsprung 2dr S Tronic,AUTOMATIC,VORSPRUNG,PRESTIGE COUPE SMALL,COUPE,PETROL,TURBO,2.5,FOUR WHEEL DRIVE
55008,FIAT,PANDA,PANDA HATCHBACK,1.2 Pop 5dr,MANUAL,POP,SMALL,HATCHBACK,PETROL,INJECTION,1.2,FRONT WHEEL DRIVE
89642,VOLKSWAGEN,ARTEON,ARTEON DIESEL FASTBACK,2.0 TDI EVO Elegance 5dr DSG,AUTOMATIC,ELEGANCE,LARGE,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
91220,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Excel 5dr CVT,AUTOMATIC,EXCEL,MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,1.8,FRONT WHEEL DRIVE
87148,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D Classic 5dr Auto,AUTOMATIC,COOPER CLASSIC,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90924,BMW,3 SERIES,3 SERIES DIESEL SALOON,330d M Sport 4dr Step Auto [Tech/Plus Pack],AUTOMATIC,M SPORT,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
81024,JAGUAR,XF,XF SALOON,2.0i [300] Portfolio 4dr Auto AWD,AUTOMATIC,PORTFOLIO,PRESTIGE LARGE,SALOON,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
85129,RENAULT,MEGANE,MEGANE DIESEL HATCHBACK,1.5 Blue dCi 115 Play 5dr Auto,AUTOMATIC,PLAY,MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
90006,FORD,FIESTA,FIESTA HATCHBACK,1.1 Trend 3dr,MANUAL,TREND,LOWER MEDIUM,HATCHBACK,PETROL,INJECTION,1.1,FRONT WHEEL DRIVE
86842,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Exclusive II 5dr Auto,AUTOMATIC,COOPER EXCLUSIVE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
74869,ASTON MARTIN,DB11,DB11 COUPE,V12 2dr Touchtronic Auto,AUTOMATIC,"",COUPE LARGE,COUPE,PETROL,TURBO,5.2,REAR WHEEL DRIVE
89833,MERCEDES-BENZ,C CLASS,C CLASS ESTATE,C180 Sport Edition 5dr,MANUAL,SPORT EDITION,PRESTIGE ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.6,REAR WHEEL DRIVE
83751,BMW,X4,X4 DIESEL ESTATE,xDrive M40d 5dr Step Auto,AUTOMATIC,M40D,4X4 MEDIUM,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
81840,HYUNDAI,KONA,KONA HATCHBACK,1.0T GDi Blue Drive SE 5dr,MANUAL,SE,4X4 MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
85744,MAZDA,CX-3,CX-3 DIESEL HATCHBACK,1.8d Sport Nav + 5dr,MANUAL,SPORT NAV +,MEDIUM,HATCHBACK,DIESEL,TURBO,1.8,FRONT WHEEL DRIVE
90635,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2T [110] Elite Nav 5dr [6 Speed] [S/S],MANUAL,ELITE NAV,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
83634,FORD,FOCUS,FOCUS HATCHBACK,1.5 EcoBoost 150 Titanium X 5dr Auto,AUTOMATIC,TITANIUM X,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
81256,BMW,X3,X3 DIESEL ESTATE,xDrive20d SE 5dr Step Auto,AUTOMATIC,SE,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
73892,JAGUAR,XF,XF DIESEL SALOON,2.0d [180] R-Sport 4dr Auto AWD,AUTOMATIC,R-SPORT,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86933,AUDI,A6,A6 AVANT,45 TFSI Quattro S Line 5dr S Tronic,AUTOMATIC,S LINE,PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
83750,BMW,X4,X4 DIESEL ESTATE,xDrive20d M Sport X 5dr Step Auto,AUTOMATIC,M SPORT X,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
91050,VOLKSWAGEN,PASSAT,PASSAT ESTATE,1.5 TSI SE Nav 5dr DSG,AUTOMATIC,SE NAV,ESTATE LARGE,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
88630,JAGUAR,E-PACE,E-PACE DIESEL ESTATE,2.0d R-Dynamic SE 5dr 2WD,MANUAL,R-DYNAMIC SE,4X4 LARGE,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
87211,MCLAREN,SENNA,SENNA COUPE,V8 2dr SSG Auto,AUTOMATIC,"",PRESTIGE COUPE LARGE,COUPE,PETROL,TURBO,4.0,REAR WHEEL DRIVE
88934,MERCEDES-BENZ,CLA CLASS,CLA CLASS COUPE,CLA 220 AMG Line 4dr Tip Auto,AUTOMATIC,AMG LINE,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
87249,HYUNDAI,I40,I40 DIESEL SALOON,1.6 CRDi [136] Premium 4dr,MANUAL,PREMIUM,UPPER MEDIUM,SALOON,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
83610,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 ST-Line 5dr Auto,AUTOMATIC,ST-LINE,MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
82998,INFINITI,Q30,Q30 HATCHBACK,2.0T Sport Tech 5dr DCT [AWD],AUTOMATIC,SPORT TECH,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
86275,JEEP,RENEGADE,RENEGADE DIESEL HATCHBACK,2.0 Multijet Limited 5dr 4WD,MANUAL,LIMITED,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86977,MINI,CONVERTIBLE,CONVERTIBLE,2.0 Cooper S Sport II 2dr [Comfort Pack],MANUAL,COOPER S SPORT,CONVERTIBLE SMALL,CONVERTIBLE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
70604,RENAULT,TWIZY,TWIZY COUPE,13kW Expression 6kWh 2dr Auto,AUTOMATIC,EXPRESSION,COUPE SMALL,COUPE,ELECTRIC,NORMALLY ASPIRATED,0.0,REAR WHEEL DRIVE
78869,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 140 ST-Line X 5dr,MANUAL,ST-LINE X,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88654,PEUGEOT,308,308 DIESEL SW ESTATE,1.5 BlueHDi 130 Allure 5dr EAT6,AUTOMATIC,ALLURE,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
84752,CITROEN,C4 CACTUS,C4 CACTUS HATCHBACK,1.2 PureTech Flair 5dr [6 Speed],MANUAL,FLAIR,MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
82949,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,CLS 400d 4Matic AMG Line Premium + 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.9,FOUR WHEEL DRIVE
88125,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Acenta 5dr,MANUAL,ACENTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
85759,KIA,SPORTAGE,SPORTAGE ESTATE,1.6T GDi ISG GT-Line 5dr DCT Auto [AWD],AUTOMATIC,GT-LINE,4X4 MEDIUM,ESTATE,PETROL,TURBO,1.6,FOUR WHEEL DRIVE
90706,MAZDA,3,MAZDA3 SALOON,2.0 Skyactiv-X MHEV GT Sport Tech 4dr,MANUAL,GT SPORT TECH,MEDIUM,SALOON,PETROL,SUPERCHARGED,2.0,FRONT WHEEL DRIVE
86855,MINI,HATCHBACK,HATCHBACK,2.0 Cooper S Classic II 3dr,MANUAL,COOPER S CLASSIC,SUPERMINI,HATCHBACK,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
81981,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 TSI 115 SEL 5dr,MANUAL,SEL,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87828,VOLKSWAGEN,GOLF,GOLF DIESEL HATCHBACK,2.0 TDI Match 5dr DSG,AUTOMATIC,MATCH,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90513,FORD,MUSTANG,MUSTANG FASTBACK SPECIAL EDITIONS,5.0 V8 55 Edition 2dr,MANUAL,55 EDITION,COUPE LARGE,COUPE,PETROL,INJECTION,5.0,REAR WHEEL DRIVE
85438,AUDI,A3,A3 SPORTBACK,30 TFSI 116 Black Edition 5dr [Tech Pack],MANUAL,BLACK EDITION,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87443,LAND ROVER,RANGE ROVER EVOQUE,RANGE ROVER EVOQUE HATCHBACK,2.0 P200 5dr Auto,AUTOMATIC,"",4X4 MEDIUM,HATCHBACK,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
87075,BMW,3 SERIES,3 SERIES DIESEL SALOON,320d SE 4dr,MANUAL,SE,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
90060,AUDI,A8,A8 DIESEL SALOON,50 TDI Quattro Sport 4dr Tiptronic [C+S],AUTOMATIC,SPORT,PRESTIGE PREMIER,SALOON,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
88524,MCLAREN,600,600LT SPIDER,V8 2dr SSG Auto,AUTOMATIC,"",PRESTIGE CONVERTIBLE LARGE,CONVERTIBLE,PETROL,TURBO,3.8,REAR WHEEL DRIVE
83371,BMW,X2,X2 DIESEL HATCHBACK,xDrive 18d SE 5dr,MANUAL,SE,4X4 MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
89299,LAND ROVER,RANGE ROVER,RANGE ROVER ESTATE,3.0 P400 Vogue 4dr Auto,AUTOMATIC,VOGUE,4X4 LARGE,ESTATE,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
89066,AUDI,A6,A6 DIESEL AVANT,40 TDI Quattro Black Edition 5dr S Tronic [Tech],AUTOMATIC,BLACK EDITION,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
83342,BMW,2 SERIES,2 SERIES DIESEL GRAN TOURER,218d Luxury 5dr Step Auto,AUTOMATIC,LUXURY,MPV MEDIUM,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
87407,LEXUS,UX,UX HATCHBACK,250h 2.0 5dr CVT [Premium Pack/Tech/Safety],AUTOMATIC,"",PRESTIGE MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,2.0,FRONT WHEEL DRIVE
88811,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.7 dCi Tekna 5dr [7 Seat],MANUAL,TEKNA,4X4 LARGE,STATION WAGON,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
89526,AUDI,TT,TT COUPE,45 TFSI Quattro Vorsprung 2dr S Tronic,AUTOMATIC,VORSPRUNG,PRESTIGE COUPE SMALL,COUPE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
85302,SEAT,IBIZA,IBIZA HATCHBACK,1.0 TSI 115 Xcellence [EZ] 5dr DSG,AUTOMATIC,XCELLENCE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
90296,BENTLEY,CONTINENTAL GT,CONTINENTAL GT COUPE,4.0 V8 Mulliner Driving Spec 2dr Auto,AUTOMATIC,MULLINER,PRESTIGE PREMIER,COUPE,PETROL,TURBO,4.0,FOUR WHEEL DRIVE
85832,SKODA,KODIAQ,KODIAQ ESTATE,2.0 TSI 190 Sport Line 4x4 5dr DSG [7 Seat],AUTOMATIC,SPORT LINE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
90543,MASERATI,LEVANTE,LEVANTE ESTATE SPECIAL EDITION,V8 Trofeo Launch Edition 5dr Auto,AUTOMATIC,TROFEO LAUNCH EDITION,PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,3.8,FOUR WHEEL DRIVE
83725,FORD,TOURNEO CONNECT,TOURNEO CONNECT DIESEL ESTATE,1.5 EcoBlue Titanium 5dr,MANUAL,TITANIUM,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
89207,MINI,CLUBMAN,CLUBMAN DIESEL ESTATE,2.0 Cooper D Classic 6dr [Comfort Pack],MANUAL,COOPER CLASSIC,ESTATE SMALL,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
74903,SUZUKI,BALENO,BALENO HATCHBACK,1.0 Boosterjet SZ-T 5dr,MANUAL,SZ-T,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87995,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 R Line Tech 5dr,MANUAL,R LINE TECH,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90082,AUDI,A4 ALLROAD,A4 ALLROAD ESTATE,45 TFSI Quattro Sport 5dr S Tronic [Comfort+Sound],AUTOMATIC,SPORT,PRESTIGE ESTATE MEDIUM,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
87504,DS,DS 7,DS 7 DIESEL CROSSBACK HATCHBACK,1.5 BlueHDi Elegance 5dr EAT8,AUTOMATIC,ELEGANCE,MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
90405,BMW,X1,X1 DIESEL ESTATE,xDrive 18d Sport 5dr Step Auto,AUTOMATIC,SPORT,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86983,MINI,CONVERTIBLE,CONVERTIBLE,2.0 Cooper S Exclusive II 2dr [Nav Pack],MANUAL,COOPER S EXCLUSIVE,CONVERTIBLE SMALL,CONVERTIBLE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
85179,AUDI,A5,A5 DIESEL COUPE,40 TDI Quattro Sport 2dr S Tronic,AUTOMATIC,SPORT,PRESTIGE COUPE MEDIUM,COUPE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
74764,VOLVO,V40,V40 DIESEL HATCHBACK,D2 [120] R DESIGN Pro 5dr Geartronic,AUTOMATIC,R DESIGN PRO,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
